airport,year,X.month,carrier,arr_flights,arr_del15,carrier_ct,X.weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,X.arr_delay,X.carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Latitude,Longitude
LAX,2012,6,UA,2999,952,329.23,18.27,289.68,2.66,312.15,55,3,59103,17651,1196,11358,174,28724,33.942536,-118.408075
LAX,2004,3,US,325,63,23.7,0.31,16.83,0,22.16,1,1,3119,1105,46,651,0,1317,33.942536,-118.408075
LAX,2011,2,B6,126,64,14.71,0,46.1,0,3.19,6,10,2691,758,0,1751,0,182,33.942536,-118.408075
LAX,2012,9,DL,1614,206,54.38,4.37,118.39,0,28.85,2,3,8940,3493,200,3675,0,1572,33.942536,-118.408075
LAX,2003,6,UA,2991,326,83.36,18.47,112.75,1,110.42,15,1,15959,4061,1508,3677,25,6688,33.942536,-118.408075
LAX,2006,2,MQ,1548,115,23.31,5.79,31.42,0,54.48,27,0,6061,1983,383,1133,0,2562,33.942536,-118.408075
LAX,2013,5,WN,3227,701,177.68,5.45,167.31,0.47,350.1,32,5,31647,6872,281,6491,10,17993,33.942536,-118.408075
LAX,2007,12,WN,3540,1088,222.7,10.48,237.14,6.68,611,77,2,49800,8825,718,8186,258,31813,33.942536,-118.408075
LAX,2012,8,US,529,98,39.34,2.92,38.07,0.52,17.15,0,0,4285,1802,131,1316,21,1015,33.942536,-118.408075
LAX,2006,11,UA,2893,479,102.37,11.37,129.84,0,235.42,21,1,27746,6238,771,4376,0,16361,33.942536,-118.408075
LAX,2011,6,UA,2170,499,101.82,9.12,182.59,0,205.46,35,3,34346,7450,1070,8270,0,17556,33.942536,-118.408075
LAX,2009,9,YV,82,6,6,0,0,0,0,0,1,147,147,0,0,0,0,33.942536,-118.408075
LAX,2005,10,CO,583,88,29.21,3.44,39.09,0.75,15.51,0,1,3494,930,345,1146,15,1058,33.942536,-118.408075
LAX,2006,10,F9,354,54,11.48,0.32,29.41,0,12.78,2,0,2332,505,30,1160,0,637,33.942536,-118.408075
LAX,2010,12,F9,180,62,16.84,0.34,23.46,0,21.36,0,0,2266,493,26,769,0,978,33.942536,-118.408075
LAX,2010,1,AS,440,33,11.88,1.72,16.27,0,3.13,0,0,1485,758,73,434,0,220,33.942536,-118.408075
LAX,2008,5,WN,3712,914,154.63,3.35,247.12,2.75,506.14,35,1,35223,5933,194,7189,76,21831,33.942536,-118.408075
LAX,2005,3,WN,3519,706,138.32,3.54,175.25,1.09,387.8,34,0,27765,5123,140,4625,20,17857,33.942536,-118.408075
LAX,2016,1,NK,589,164,54.84,2.76,71.14,0.77,34.49,6,0,8711,2773,433,3238,37,2230,33.942536,-118.408075
LAX,2014,11,B6,307,38,15.58,0.1,12.83,0,9.49,0,0,1339,542,18,391,0,388,33.942536,-118.408075
LAX,2004,8,TZ,244,62,17.04,0.43,30.99,0.34,13.21,0,0,2468,613,23,810,11,1011,33.942536,-118.408075
LAX,2006,11,NW,565,207,77.93,3.77,104.97,0,20.34,0,1,9105,4657,212,3097,0,1139,33.942536,-118.408075
LAX,2006,8,MQ,1862,194,29.09,1.79,108.61,1.33,53.17,26,0,8176,1639,155,3962,30,2390,33.942536,-118.408075
LAX,2005,8,HA,93,4,3,0,0,0,1,0,0,126,99,0,0,0,27,33.942536,-118.408075
LAX,2012,1,F9,142,31,16,0,7.9,0,7.11,0,0,1516,750,0,251,0,515,33.942536,-118.408075
LAX,2014,10,VX,1098,140,34.13,14.86,35.9,1.15,53.97,1,0,9391,2923,457,1682,117,4212,33.942536,-118.408075
LAX,2012,2,DL,1388,168,49.5,1.69,92.33,0,24.48,2,3,7317,2952,59,2666,0,1640,33.942536,-118.408075
LAX,2015,12,AS,812,132,41.98,3.33,67.38,0.58,18.74,3,0,4872,2071,275,1687,19,820,33.942536,-118.408075
LAX,2005,11,DL,1088,287,74.86,1.75,135.56,0,74.83,4,0,11499,3631,52,3906,0,3910,33.942536,-118.408075
LAX,2010,10,US,494,102,17.95,0.5,60.69,0.13,22.73,2,0,3626,535,28,1847,6,1210,33.942536,-118.408075
LAX,2005,5,US,310,51,22.34,1.49,13.65,0,13.52,0,0,2260,1032,66,456,0,706,33.942536,-118.408075
LAX,2003,7,MQ,1879,189,40.37,0.6,70.4,0.51,77.12,16,0,8225,2728,18,1821,12,3646,33.942536,-118.408075
LAX,2004,7,AA,2902,760,204.53,33.08,342.54,1.19,178.66,31,5,46055,16084,2616,12706,37,14612,33.942536,-118.408075
LAX,2005,5,TZ,93,16,5.92,0,9.62,0,0.46,0,0,475,203,0,260,0,12,33.942536,-118.408075
LAX,2004,6,US,349,154,49.78,6.47,53.91,0,43.85,0,0,8397,1900,643,2614,0,3240,33.942536,-118.408075
LAX,2010,12,MQ,1176,252,27.43,11.4,87.36,0,125.81,20,2,13263,2404,684,3439,0,6736,33.942536,-118.408075
LAX,2009,10,US,502,164,25.29,0,110.67,1,27.05,0,2,5706,1133,0,3389,34,1150,33.942536,-118.408075
LAX,2007,7,NW,613,130,62.75,1.79,44.4,0,21.06,11,0,6965,4390,162,1295,0,1118,33.942536,-118.408075
LAX,2006,12,MQ,1789,272,48.88,18.25,64.1,0.04,140.73,43,0,18555,4468,2398,2893,7,8789,33.942536,-118.408075
LAX,2015,7,OO,3460,1144,142.04,23.01,506.26,0,472.69,91,8,72478,13670,1229,24624,0,32955,33.942536,-118.408075
LAX,2008,9,NW,497,47,27.29,0.88,15.41,0,3.43,1,0,2192,1637,42,351,0,162,33.942536,-118.408075
LAX,2014,3,FL,31,10,6.72,0,2.28,0,1,0,0,272,176,0,58,0,38,33.942536,-118.408075
LAX,2003,8,HP,527,87,48.36,1.31,19.26,0,18.08,3,0,4009,2269,49,610,0,1081,33.942536,-118.408075
LAX,2009,4,UA,2182,314,86.01,6.44,86.36,0,135.19,27,1,18093,5281,375,2803,0,9634,33.942536,-118.408075
LAX,2010,10,FL,177,59,11.4,0,40.19,0,7.41,0,0,2365,519,0,1122,0,724,33.942536,-118.408075
LAX,2009,8,YV,60,8,8,0,0,0,0,0,0,376,376,0,0,0,0,33.942536,-118.408075
LAX,2005,4,NW,525,104,34.06,2.53,60.25,0,7.16,0,2,3945,1729,165,1630,0,421,33.942536,-118.408075
LAX,2003,11,AS,647,109,54,0.97,28.7,0,25.33,11,1,5433,3306,47,870,0,1210,33.942536,-118.408075
LAX,2005,5,DL,1107,203,53.15,2.31,110.27,0,37.27,2,3,7033,2211,117,3092,0,1613,33.942536,-118.408075
LAX,2011,12,US,504,68,30.58,0.24,27.52,0.59,9.06,0,3,2762,1375,8,972,10,397,33.942536,-118.408075
LAX,2011,8,FL,275,46,16.29,0,11.77,0,17.94,3,0,2184,1036,0,322,0,826,33.942536,-118.408075
LAX,2007,6,CO,728,250,71.8,14.52,100.85,4.92,57.92,5,1,16600,4492,1111,5493,123,5381,33.942536,-118.408075
LAX,2012,2,VX,881,73,16.43,34.46,7.47,0.22,14.42,2,0,2867,703,944,311,4,905,33.942536,-118.408075
LAX,2004,11,HA,90,21,20,0,0,0,1,0,0,1304,1174,0,0,0,130,33.942536,-118.408075
LAX,2003,12,WN,3276,525,145.69,6.17,93.94,3.02,276.17,44,4,20192,5134,396,2690,59,11913,33.942536,-118.408075
LAX,2005,10,EV,62,12,7.81,1,2.19,0,1,5,0,721,511,139,54,0,17,33.942536,-118.408075
LAX,2007,11,MQ,1678,256,40.42,3.13,112.58,0,99.86,31,2,10503,2676,216,3239,0,4372,33.942536,-118.408075
LAX,2005,12,F9,184,73,32,0,32.99,0,8.01,0,0,2793,1215,0,1250,0,328,33.942536,-118.408075
LAX,2007,11,US,757,151,52.99,0,52.56,1,44.45,18,1,6008,2261,0,1595,87,2065,33.942536,-118.408075
LAX,2007,8,AS,682,205,83.77,0,62.4,0.89,57.93,10,0,8783,3606,0,2124,50,3003,33.942536,-118.408075
LAX,2008,1,UA,2455,865,221.4,15.6,327.61,0,300.38,111,1,53399,12887,1189,11941,0,27382,33.942536,-118.408075
LAX,2011,3,US,598,161,39.38,0.81,96.22,0.45,24.14,1,1,6647,2237,13,3226,38,1133,33.942536,-118.408075
LAX,2010,8,CO,755,110,56.29,4.48,27.3,2.79,19.14,1,1,5328,2815,310,885,95,1223,33.942536,-118.408075
LAX,2007,5,F9,240,44,18.49,2.4,18.09,0,5.02,1,0,2229,902,181,782,0,364,33.942536,-118.408075
LAX,2014,11,F9,110,26,2.94,0.19,15.85,0,7.02,0,0,1327,80,6,716,0,525,33.942536,-118.408075
LAX,2007,6,FL,180,55,14.25,2.68,9.31,0,28.75,1,0,2904,420,280,362,0,1842,33.942536,-118.408075
LAX,2004,4,MQ,1899,190,35.91,0,61.49,0,92.6,23,1,8546,3179,0,1705,0,3662,33.942536,-118.408075
LAX,2011,6,F9,207,62,24.4,2.59,21.71,0,13.29,2,0,2879,1115,77,764,0,923,33.942536,-118.408075
LAX,2010,11,CO,629,136,49.75,0,71.41,3.36,11.48,0,3,4731,1811,0,2309,77,534,33.942536,-118.408075
LAX,2007,9,AS,616,143,55.85,0,59.54,0,27.61,3,0,5624,2786,0,1502,0,1336,33.942536,-118.408075
LAX,2014,3,DL,1764,306,106.13,6.27,149.69,0,43.9,1,4,13262,5578,929,4253,0,2502,33.942536,-118.408075
LAX,2011,2,OO,3568,619,76.64,8.1,180.06,0.45,353.75,67,1,33779,5044,708,7616,13,20398,33.942536,-118.408075
LAX,2008,3,OO,3908,682,261,17,122,13,269,56,3,31876,11143,1882,6501,400,11950,33.942536,-118.408075
LAX,2007,8,MQ,1629,235,52.54,0.75,76.3,1.52,103.89,40,0,10892,4121,33,2163,73,4502,33.942536,-118.408075
LAX,2011,5,CO,666,208,67.84,5.53,115.24,4.69,14.69,0,0,7925,3160,250,3477,111,927,33.942536,-118.408075
LAX,2005,5,DH,31,15,2.26,0.57,6.81,0,5.36,0,0,955,154,43,294,0,464,33.942536,-118.408075
LAX,2014,1,VX,1187,149,39.55,39.79,26.59,0.24,42.82,13,1,8265,2530,1354,1181,7,3193,33.942536,-118.408075
LAX,2010,11,MQ,1142,114,12.7,9.12,38.95,0,53.23,6,1,6025,2097,485,1186,0,2257,33.942536,-118.408075
LAX,2006,1,TZ,61,33,3.94,0,26.04,0,3.02,0,0,1055,109,0,719,0,227,33.942536,-118.408075
LAX,2007,10,DL,1246,192,55.82,3.22,89.12,0.23,43.6,9,0,10127,3038,254,3368,36,3431,33.942536,-118.408075
LAX,2007,4,YV,128,31,23,0,5,0,3,0,0,1793,1208,0,122,0,463,33.942536,-118.408075
LAX,2009,4,WN,3460,495,125.51,6.73,56.98,0.5,305.28,54,2,24653,5350,383,2037,18,16865,33.942536,-118.408075
LAX,2005,10,AS,617,97,41.74,0,36.07,1.8,17.39,16,0,3388,1642,0,927,77,742,33.942536,-118.408075
LAX,2004,5,AS,722,77,38.7,0,10.5,0,27.8,13,0,2886,1742,0,252,0,892,33.942536,-118.408075
LAX,2008,2,YV,74,19,7,0,8,0,4,0,0,1245,357,0,566,0,322,33.942536,-118.408075
LAX,2007,6,US,807,253,99.2,8.14,82.99,2.06,60.62,20,0,11904,3855,706,3553,43,3747,33.942536,-118.408075
LAX,2003,10,AS,675,100,43.94,0,23.42,0,32.64,25,1,6037,2906,0,1338,0,1793,33.942536,-118.408075
LAX,2012,8,UA,3033,851,338.68,12.55,172.48,2.97,324.31,42,2,56148,19732,628,7075,239,28474,33.942536,-118.408075
LAX,2010,2,FL,156,39,15.39,2.6,9.97,0,11.04,1,0,2240,750,220,561,0,709,33.942536,-118.408075
LAX,2013,9,AA,2516,420,110.59,18.78,141.61,0,149.02,8,4,25238,8295,1399,5183,0,10361,33.942536,-118.408075
LAX,2013,10,US,539,107,30.32,0,60.04,0,16.64,0,0,3736,1496,0,1636,0,604,33.942536,-118.408075
LAX,2014,1,B6,266,109,40.78,9.43,33.08,0,25.71,26,1,9108,3074,1153,1628,0,3253,33.942536,-118.408075
LAX,2010,8,FL,248,49,18.69,0.85,11.4,0,18.07,0,0,2629,1018,88,429,0,1094,33.942536,-118.408075
LAX,2010,6,MQ,1184,124,14.9,2.93,51.89,1,53.29,5,0,4089,668,277,1224,18,1902,33.942536,-118.408075
LAX,2005,6,EV,83,22,12.01,0.18,7.45,0,2.37,10,0,1011,629,10,210,0,162,33.942536,-118.408075
LAX,2016,3,AS,738,75,14.9,0,46.49,0.5,13.1,1,0,2434,868,0,1146,8,412,33.942536,-118.408075
LAX,2005,6,WN,3509,704,166.25,4.51,143.66,7.78,381.8,28,2,30196,6539,346,4708,148,18455,33.942536,-118.408075
LAX,2015,12,DL,2543,616,175.78,20.93,223.43,0,195.86,7,7,39189,13089,2055,8720,0,15325,33.942536,-118.408075
LAX,2014,7,AA,2878,662,181.71,27.64,243.76,0.83,208.05,11,5,43150,14251,2709,10455,20,15715,33.942536,-118.408075
LAX,2004,11,OO,3933,343,167,25,16,1,134,51,2,14746,7380,1525,655,56,5130,33.942536,-118.408075
LAX,2005,5,HP,679,86,35.84,0,28.98,0,21.18,13,1,3142,1467,0,780,0,895,33.942536,-118.408075
LAX,2015,11,VX,1096,170,52.12,25.57,30.72,1,60.59,5,3,6593,2034,618,989,17,2935,33.942536,-118.408075
LAX,2006,11,AS,612,130,49.8,4.88,40.15,1.81,33.36,4,1,6739,2690,651,1236,55,2107,33.942536,-118.408075
LAX,2006,4,TZ,60,10,1.23,0,5.79,0,2.98,1,0,799,75,0,153,0,571,33.942536,-118.408075
LAX,2003,12,MQ,2048,272,46.79,3.68,66.3,0.35,154.88,57,1,14623,4519,178,2363,6,7557,33.942536,-118.408075
LAX,2007,7,UA,2863,765,173.23,23.2,250.67,0,317.9,67,1,46461,10946,1931,9959,0,23625,33.942536,-118.408075
LAX,2005,3,RU,17,1,0,0,1,0,0,0,0,37,0,0,37,0,0,33.942536,-118.408075
LAX,2011,10,US,568,123,39.35,0.81,66.84,0.94,15.05,2,0,4433,1548,54,2018,17,796,33.942536,-118.408075
LAX,2008,1,US,787,214,54.44,0.03,98.31,3.03,58.19,7,0,8874,2278,4,3585,119,2888,33.942536,-118.408075
LAX,2013,5,DL,1809,221,99.04,7.4,72.16,0,42.4,2,2,12935,6857,307,2758,0,3013,33.942536,-118.408075
LAX,2004,1,CO,515,118,23.87,4.56,76.56,1.51,11.51,2,0,4187,1046,289,2117,85,650,33.942536,-118.408075
LAX,2015,10,NK,488,94,8.97,0,80.2,0,4.83,5,0,5084,402,0,4270,0,412,33.942536,-118.408075
LAX,2004,4,NW,543,90,23.46,1.47,60.41,0,4.66,0,0,3124,1260,124,1574,0,166,33.942536,-118.408075
LAX,2014,5,FL,31,7,5.88,0,1.12,0,0,0,0,179,153,0,26,0,0,33.942536,-118.408075
LAX,2009,1,WN,3473,441,98.82,8.03,49.18,0.07,284.9,82,2,20531,4396,504,1526,5,14100,33.942536,-118.408075
LAX,2011,12,OO,4340,827,103.06,28.24,253.86,0.38,441.46,117,20,45585,6174,3393,9994,9,26015,33.942536,-118.408075
LAX,2007,11,F9,174,46,18.14,0,24.44,0,3.42,0,0,1301,518,0,692,0,91,33.942536,-118.408075
LAX,2016,2,OO,1900,328,53.93,13.07,119.17,0.17,141.66,15,9,20796,5704,876,4351,6,9859,33.942536,-118.408075
LAX,2010,3,MQ,1286,54,7.26,0.51,19.45,0,26.78,6,0,1588,427,39,440,0,682,33.942536,-118.408075
LAX,2012,2,MQ,1757,127,26.65,1.15,38.23,0.46,60.51,15,1,8565,3956,36,1136,12,3425,33.942536,-118.408075
LAX,2004,4,AS,672,86,33.24,0,19.65,0.55,32.56,9,0,3193,1343,0,474,23,1353,33.942536,-118.408075
LAX,2006,2,DL,860,268,60.15,6.76,158.84,0,42.26,10,3,11155,3149,415,5326,0,2265,33.942536,-118.408075
LAX,2015,6,UA,2759,966,344.27,37.56,289.5,0,294.66,36,2,59713,21610,2885,11227,0,23991,33.942536,-118.408075
LAX,2016,1,AA,3192,611,231.06,17.86,191.95,1.29,168.84,74,2,37701,17618,1351,6832,36,11864,33.942536,-118.408075
LAX,2010,7,CO,810,216,83.61,13.39,73.7,5.83,39.47,0,0,10430,3998,825,2961,147,2499,33.942536,-118.408075
LAX,2005,6,NW,572,218,81.2,6.29,112.47,0.88,17.16,0,0,10530,4992,437,4205,15,881,33.942536,-118.408075
LAX,2011,1,OO,3899,598,80.66,5.97,147.11,1.33,362.93,81,1,33414,4798,772,4767,61,23016,33.942536,-118.408075
LAX,2011,10,B6,243,64,21.26,0.54,31.38,0,10.82,0,1,2947,1311,41,1129,0,466,33.942536,-118.408075
LAX,2012,3,MQ,1896,190,39.35,3.5,66.37,0,80.78,13,1,12104,5204,272,2486,0,4142,33.942536,-118.408075
LAX,2011,5,AS,530,58,22.24,0,27.86,0,7.91,0,0,1894,1042,0,630,0,222,33.942536,-118.408075
LAX,2010,3,AS,445,49,23.49,0,23.68,0,1.84,0,0,1710,1061,0,571,0,78,33.942536,-118.408075
LAX,2012,11,WN,2986,423,141.83,3.69,71.65,1.75,204.09,42,1,20261,5431,298,1934,50,12548,33.942536,-118.408075
LAX,2011,11,AS,469,59,19.37,0.36,30.06,0,9.21,0,1,2177,984,9,748,0,436,33.942536,-118.408075
LAX,2015,5,NK,396,167,50.03,7.99,62.45,0.64,45.89,1,0,11795,3612,842,3666,43,3632,33.942536,-118.408075
LAX,2008,1,NW,492,239,60.23,0.36,162.39,1.5,14.53,0,1,9890,3465,21,5592,55,757,33.942536,-118.408075
LAX,2007,5,OO,4203,482,258,3,30,3,188,44,0,20035,10289,119,1274,49,8304,33.942536,-118.408075
LAX,2013,6,US,529,200,59.87,8.49,90.62,1.22,39.79,1,1,10255,3228,953,3557,45,2472,33.942536,-118.408075
LAX,2006,3,F9,178,73,23.73,0.4,38.68,0,10.19,0,0,2581,750,16,1411,0,404,33.942536,-118.408075
LAX,2011,6,US,613,216,74.28,4.14,112.69,0.33,24.55,4,1,9402,3534,403,3577,6,1882,33.942536,-118.408075
LAX,2006,7,OO,4189,854,380,24,118,5,327,53,0,37177,14393,1079,7061,161,14483,33.942536,-118.408075
LAX,2009,1,US,658,124,33.94,0.09,45.03,0,44.95,7,1,6481,1956,14,1682,0,2829,33.942536,-118.408075
LAX,2015,10,OO,2539,384,59.66,3.65,135.7,0.11,184.88,11,2,20730,6078,185,3941,2,10524,33.942536,-118.408075
LAX,2005,11,TZ,60,13,3.56,0,9.44,0,0,0,0,319,109,0,210,0,0,33.942536,-118.408075
LAX,2009,2,UA,1923,337,75.52,4.42,135.06,0,122,23,1,17518,4896,237,3886,0,8499,33.942536,-118.408075
LAX,2009,11,OO,3120,238,44.53,10.88,43.78,0,138.81,26,11,13735,2251,1315,2328,0,7841,33.942536,-118.408075
LAX,2008,9,YV,56,13,10,1,2,0,0,0,0,521,446,36,39,0,0,33.942536,-118.408075
LAX,2007,9,F9,183,46,14.51,1.23,25.52,0,4.74,0,0,1252,423,23,660,0,146,33.942536,-118.408075
LAX,2010,10,HA,62,11,10.85,0,0,0,0.15,0,0,453,444,0,0,0,9,33.942536,-118.408075
LAX,2003,12,UA,3138,598,165.4,14.28,232.07,0,186.25,33,0,28948,8137,1166,7575,0,12070,33.942536,-118.408075
LAX,2015,8,AS,794,210,35.73,2,142.65,0,29.62,1,0,10064,1732,135,6786,0,1411,33.942536,-118.408075
LAX,2005,10,HP,610,87,38.38,0,24.91,2.22,21.49,15,0,3339,1430,0,716,65,1128,33.942536,-118.408075
LAX,2007,7,AS,683,210,75.43,1.07,71.77,0,61.73,6,0,9458,3960,21,1991,0,3486,33.942536,-118.408075
LAX,2012,3,DL,1645,261,80.22,5.58,117.02,0,58.18,3,2,13932,6117,475,3530,0,3810,33.942536,-118.408075
LAX,2016,5,VX,1161,235,84.38,14.04,44.58,1.18,90.82,11,1,11866,4228,495,1320,30,5793,33.942536,-118.408075
LAX,2013,10,F9,123,31,6.67,0.17,17.62,0,6.54,0,0,1469,418,11,691,0,349,33.942536,-118.408075
LAX,2006,3,AA,2620,695,170.55,28.7,321.4,1.59,172.75,24,6,36221,11710,1891,10879,89,11652,33.942536,-118.408075
LAX,2006,8,AA,2680,772,190.73,33.71,333.85,17.5,196.22,25,6,44703,13000,2240,13287,1033,15143,33.942536,-118.408075
LAX,2004,8,CO,605,131,38.73,3.08,65.67,1.88,21.64,1,0,6073,1545,148,2734,52,1594,33.942536,-118.408075
LAX,2015,8,AA,3520,727,218.8,32.74,279.42,4.73,191.31,24,4,48530,19534,2266,11600,147,14983,33.942536,-118.408075
LAX,2009,3,F9,153,37,7.51,0.43,15.14,0,13.92,5,0,1501,396,40,508,0,557,33.942536,-118.408075
LAX,2016,1,F9,132,18,4.91,0.58,9.89,0,2.62,0,0,1047,219,22,445,0,361,33.942536,-118.408075
LAX,2006,3,YV,151,28,14,0,10,0,4,5,0,1126,692,0,213,0,221,33.942536,-118.408075
LAX,2013,3,UA,2439,442,175.11,7.56,129.38,0.13,129.83,27,6,22623,8256,494,4448,15,9410,33.942536,-118.408075
LAX,2007,8,WN,3607,798,193.52,11.99,173.61,9.25,409.63,27,3,34075,8002,700,5192,210,19971,33.942536,-118.408075
LAX,2007,1,AS,633,140,57.17,5.72,45.72,0,31.39,8,1,6215,2946,514,1394,0,1361,33.942536,-118.408075
LAX,2011,12,YV,22,5,2,1,1,0,1,0,0,216,52,125,15,0,24,33.942536,-118.408075
LAX,2011,7,HA,72,16,16,0,0,0,0,0,0,818,818,0,0,0,0,33.942536,-118.408075
LAX,2009,5,WN,3476,496,128.69,6,41.76,3.49,316.06,61,0,21508,5204,200,1215,87,14802,33.942536,-118.408075
LAX,2008,8,US,742,148,51.83,5.19,51.32,0,39.66,8,1,9399,2653,605,2731,0,3410,33.942536,-118.408075
LAX,2014,8,OO,4867,816,141.48,8.66,255.96,1.11,408.8,51,3,43947,10720,872,9077,47,23231,33.942536,-118.408075
LAX,2009,5,MQ,1065,91,14.6,0,22.53,0.21,53.65,7,0,4644,1361,0,632,4,2647,33.942536,-118.408075
LAX,2005,3,B6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.942536,-118.408075
LAX,2004,10,NW,544,193,32.34,0.34,156.96,0,3.36,1,0,6235,1687,27,4321,0,200,33.942536,-118.408075
LAX,2016,4,B6,409,46,21.82,0.52,12.3,0.9,10.45,1,2,2321,1138,44,499,18,622,33.942536,-118.408075
LAX,2004,6,DL,1196,400,113.88,15.11,201.2,0,69.81,2,2,17947,5624,1264,6783,0,4276,33.942536,-118.408075
LAX,2006,12,NW,586,202,77.37,3,95.43,0,26.2,3,0,7759,3351,117,3165,0,1126,33.942536,-118.408075
LAX,2016,5,HA,140,10,7,0,0,0,3,0,0,377,165,0,0,0,212,33.942536,-118.408075
LAX,2011,10,F9,180,28,8.26,0,12.94,0,6.81,0,0,1059,221,0,456,0,382,33.942536,-118.408075
LAX,2007,2,AA,2378,701,170.44,79.32,248.98,2.8,199.46,88,6,39575,12065,5947,8559,78,12926,33.942536,-118.408075
LAX,2005,7,OO,4362,433,251,19,37,1,125,67,2,18387,9287,1190,2048,51,5811,33.942536,-118.408075
LAX,2012,12,MQ,557,171,23.53,6.35,58.39,0,82.73,8,3,12379,3257,401,2079,0,6642,33.942536,-118.408075
LAX,2011,6,DL,1684,375,120.96,12.93,156.11,0,85,3,3,20851,8348,1030,5781,0,5692,33.942536,-118.408075
LAX,2011,1,B6,138,51,22.55,0.27,22.75,0,5.43,4,0,2664,1330,17,1027,0,290,33.942536,-118.408075
LAX,2011,4,WN,3260,847,219.9,5.91,153.33,1.79,466.07,106,2,39638,10319,327,4779,51,24162,33.942536,-118.408075
LAX,2006,2,F9,164,71,20.92,1.19,39.8,0,9.08,1,0,3054,786,38,1781,0,449,33.942536,-118.408075
LAX,2004,12,US,295,138,61.9,0,48.28,0,27.82,0,1,6841,2993,0,1695,0,2153,33.942536,-118.408075
LAX,2015,1,NK,274,75,17.32,0,49.14,0,8.54,0,0,3897,601,0,2748,0,548,33.942536,-118.408075
LAX,2012,1,AA,2401,329,134.91,19.14,91.87,0.83,82.25,27,2,18060,9375,969,2710,20,4986,33.942536,-118.408075
LAX,2013,6,VX,1304,323,82.36,29.41,65.59,1.08,144.56,1,1,21417,4384,1089,3689,28,12227,33.942536,-118.408075
LAX,2004,6,AS,715,119,66.58,0,17.27,0.55,34.6,11,1,5887,3775,0,486,34,1592,33.942536,-118.408075
LAX,2015,8,UA,2776,704,229.15,23.28,284.53,0,167.05,22,1,37410,11421,1892,11059,0,13038,33.942536,-118.408075
LAX,2009,5,NW,582,77,32.85,1,32.55,0,10.6,0,0,2900,1368,33,753,0,746,33.942536,-118.408075
LAX,2007,2,HA,72,14,8.79,0,0,0,5.21,0,0,897,406,0,0,0,491,33.942536,-118.408075
LAX,2007,12,AS,510,125,50.26,0.67,42.58,0,31.49,4,0,5771,2925,15,1296,0,1535,33.942536,-118.408075
LAX,2008,3,F9,197,73,27.17,0.87,35.84,0,9.12,1,0,2895,1144,29,1360,0,362,33.942536,-118.408075
LAX,2005,8,DL,1114,266,99.47,12.37,91.1,1,62.06,7,2,12377,4408,678,3318,165,3808,33.942536,-118.408075
LAX,2014,7,B6,310,99,31.44,5.7,37.66,0.58,23.62,5,0,6230,1596,581,2113,95,1845,33.942536,-118.408075
LAX,2009,9,MQ,1275,69,13.56,1,14.17,0,40.27,3,0,3831,1105,35,399,0,2292,33.942536,-118.408075
LAX,2006,11,TZ,70,22,3.68,0,14.75,0,3.57,0,0,1417,337,0,925,0,155,33.942536,-118.408075
LAX,2014,8,DL,2033,323,115.07,19.9,135.04,0,52.99,2,3,17988,7523,2634,3982,0,3849,33.942536,-118.408075
LAX,2010,11,AA,2197,317,119.87,6.45,121.39,0,69.29,10,3,14356,6386,376,3708,0,3886,33.942536,-118.408075
LAX,2004,3,CO,542,75,15.19,0.92,36.68,1.18,21.04,0,0,3003,578,78,1061,49,1237,33.942536,-118.408075
LAX,2013,12,VX,1244,194,54.1,70.98,28.72,1.65,38.57,14,6,8325,2548,2447,1076,60,2194,33.942536,-118.408075
LAX,2015,8,OO,3487,992,113.73,17.09,462.96,0.11,398.11,73,1,52111,10127,861,18654,5,22464,33.942536,-118.408075
LAX,2010,11,UA,1970,168,42.33,1.48,77.28,0,46.91,10,2,7817,2924,94,2281,0,2518,33.942536,-118.408075
LAX,2010,9,MQ,1158,132,19.63,2.9,64.91,0,44.56,6,2,4692,1109,91,1650,0,1842,33.942536,-118.408075
LAX,2015,9,VX,1071,176,33.74,16.51,63.55,1,61.19,2,0,6991,1743,457,2195,21,2575,33.942536,-118.408075
LAX,2003,10,AA,2516,379,96.06,8.67,215.92,0,58.35,67,11,19848,6649,699,8810,0,3690,33.942536,-118.408075
LAX,2010,9,B6,173,45,20.46,0.59,16.31,0,7.64,1,1,2635,1415,88,661,0,471,33.942536,-118.408075
LAX,2005,9,FL,142,25,9.98,0,7.08,0,7.94,0,0,881,317,0,173,0,391,33.942536,-118.408075
LAX,2009,5,OO,3248,227,39.8,4.9,41.74,1.38,139.18,16,1,11716,2373,279,1148,79,7837,33.942536,-118.408075
LAX,2011,3,MQ,1181,144,17.85,2.19,64.64,0,59.32,17,1,7185,2263,106,2108,0,2708,33.942536,-118.408075
LAX,2013,1,VX,998,58,13.62,15.5,14.47,0,14.41,1,0,3189,920,424,543,0,1302,33.942536,-118.408075
LAX,2008,4,DL,1022,297,65.32,1.28,177.11,0,53.29,5,3,13513,3602,115,5481,0,4315,33.942536,-118.408075
LAX,2013,2,F9,131,55,15.27,0.05,28.32,0,11.37,0,0,2579,657,6,997,0,919,33.942536,-118.408075
LAX,2012,9,AA,2449,868,294.56,19.13,277.2,0.5,276.61,72,5,56161,23883,933,9684,12,21649,33.942536,-118.408075
