airport,year,X.month,carrier,arr_flights,arr_del15,carrier_ct,X.weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,X.arr_delay,X.carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Latitude,Longitude
ATL,2003,12,RU,168,60,14.42,0.14,36.5,0,8.93,1,0,3546,682,5,2565,0,294,33.636719,-84.428067
ATL,2016,4,F9,304,42,9.13,0,17.66,0,15.2,0,0,2051,264,0,562,0,1225,33.636719,-84.428067
ATL,2010,8,9E,965,241,40.81,4.32,114.34,0.26,81.28,11,3,12677,2837,235,4197,11,5397,33.636719,-84.428067
ATL,2014,5,UA,69,24,6.97,0,10.66,0,6.37,0,0,1000,344,0,277,0,379,33.636719,-84.428067
ATL,2010,7,YV,146,38,11.98,2.8,10.76,0,12.47,3,1,2356,603,195,523,0,1035,33.636719,-84.428067
ATL,2012,11,WN,843,129,47.27,3.43,17.61,1.06,59.63,1,3,6511,2334,114,518,36,3509,33.636719,-84.428067
ATL,2006,10,OH,663,267,75.02,45.34,138.4,0.74,7.5,15,0,15693,5478,2661,6968,25,561,33.636719,-84.428067
ATL,2015,7,EV,5478,1031,268.84,0,255.64,0,506.52,10,29,66595,25065,0,10465,0,31065,33.636719,-84.428067
ATL,2006,6,AA,708,183,38.58,10.63,86.84,0.21,46.74,2,3,11282,1740,906,5216,12,3408,33.636719,-84.428067
ATL,2009,10,EV,11107,3555,450.65,87.39,2015.47,3.25,998.24,55,8,200868,32101,6693,97472,98,64504,33.636719,-84.428067
ATL,2008,5,OH,806,209,65.41,37.22,95.19,0,11.18,8,0,10458,4267,2309,3255,0,627,33.636719,-84.428067
ATL,2013,6,UA,63,26,10.22,1.68,5.92,0,8.18,2,0,1767,620,239,349,0,559,33.636719,-84.428067
ATL,2007,8,CO,425,102,25.48,5.44,40.89,0,30.19,10,3,8761,2112,306,3052,0,3291,33.636719,-84.428067
ATL,2012,11,OO,146,14,8.64,0,0.88,0,4.47,0,0,674,332,0,36,0,306,33.636719,-84.428067
ATL,2014,4,AA,398,74,39.42,1.23,15.73,0,17.62,2,1,3557,1941,46,623,0,947,33.636719,-84.428067
ATL,2008,5,FL,7799,994,110.23,6.26,398.52,0,478.99,44,13,50350,6083,299,14410,0,29558,33.636719,-84.428067
ATL,2009,12,OH,488,248,50.9,16.74,139.21,1,40.14,12,1,14450,4452,1599,6187,148,2064,33.636719,-84.428067
ATL,2003,12,B6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.636719,-84.428067
ATL,2015,10,F9,533,102,26.24,0,53.56,0,22.2,3,1,5458,1569,0,2186,0,1703,33.636719,-84.428067
ATL,2008,10,MQ,58,9,5.71,0,2.19,0,1.1,1,0,494,293,0,158,0,43,33.636719,-84.428067
ATL,2009,9,UA,87,14,1.82,0,6.94,0,5.24,0,1,1449,308,0,553,0,588,33.636719,-84.428067
ATL,2015,4,NK,256,74,20.79,0.94,36.09,0.23,15.96,1,0,3707,945,15,1612,7,1128,33.636719,-84.428067
ATL,2014,8,MQ,114,18,4.99,4.69,5.34,0,2.98,4,1,932,316,130,288,0,198,33.636719,-84.428067
ATL,2004,1,OH,3048,917,257.25,277.86,342.93,1.26,37.7,104,1,48906,16301,17498,12939,29,2139,33.636719,-84.428067
ATL,2003,7,DL,15993,3319,565.79,76.02,2027,2.6,647.6,148,40,179469,39786,4717,89420,123,45423,33.636719,-84.428067
ATL,2005,6,FL,5758,2049,150.78,10.41,1250.95,0,636.86,44,11,135075,8583,648,73005,0,52839,33.636719,-84.428067
ATL,2007,1,DL,12567,2060,441.76,52.74,983.25,5.71,576.53,228,31,107712,29964,3954,39839,426,33529,33.636719,-84.428067
ATL,2013,5,UA,33,16,4.77,0,4.76,0,6.47,1,0,980,247,0,190,0,543,33.636719,-84.428067
ATL,2015,10,MQ,31,2,1.59,0,0.41,0,0,0,0,137,106,0,31,0,0,33.636719,-84.428067
ATL,2012,9,F9,78,19,5.08,1,5.2,0,7.72,0,0,814,166,36,135,0,477,33.636719,-84.428067
ATL,2011,2,FL,4858,624,63.91,8.13,298.46,0,253.5,132,10,37293,4804,812,13285,0,18392,33.636719,-84.428067
ATL,2008,5,AA,719,212,69.48,3.5,74.48,0,64.54,25,0,10401,3502,343,2503,0,4053,33.636719,-84.428067
ATL,2013,6,WN,866,258,72.63,15.81,78.62,1.34,89.61,3,3,13304,3353,1453,3663,35,4800,33.636719,-84.428067
ATL,2006,10,UA,218,85,9.64,0.75,50.95,0,23.66,4,1,6061,661,253,2987,0,2160,33.636719,-84.428067
ATL,2007,7,MQ,62,22,11.21,0,4.57,0,6.23,5,0,1342,659,0,288,0,395,33.636719,-84.428067
ATL,2008,12,YV,152,57,22,2,18.49,0,14.51,3,0,4365,1560,134,984,0,1687,33.636719,-84.428067
ATL,2010,10,MQ,474,62,21.61,4.77,22.63,0,12.99,9,0,3211,1138,305,1012,0,756,33.636719,-84.428067
ATL,2016,2,UA,253,30,13.99,1.03,3.73,0,11.25,0,2,2095,981,47,232,0,835,33.636719,-84.428067
ATL,2014,7,FL,2812,460,91.37,23.91,153.58,0,191.14,9,8,25686,4917,1186,5557,0,14026,33.636719,-84.428067
ATL,2008,6,MQ,56,16,3.84,0,5.49,0,6.67,9,0,892,271,0,261,0,360,33.636719,-84.428067
ATL,2005,7,AA,745,397,46.1,18.69,256.22,0,76,22,10,31708,3544,1536,19715,0,6913,33.636719,-84.428067
ATL,2011,1,OO,89,15,5.04,0,3.39,0,6.57,4,0,780,263,0,136,0,381,33.636719,-84.428067
ATL,2006,4,NW,400,111,37.71,13.25,57.08,0,2.97,5,0,5270,2465,691,1996,0,118,33.636719,-84.428067
ATL,2011,8,AS,31,4,2,0,0,0,2,0,0,194,129,0,0,0,65,33.636719,-84.428067
ATL,2006,1,UA,211,54,13.99,1.65,27.27,0,11.09,2,0,3931,934,70,1795,0,1132,33.636719,-84.428067
ATL,2004,9,FL,4949,1050,67.28,1.78,767.99,0,212.94,283,10,87366,4224,85,62896,0,20161,33.636719,-84.428067
ATL,2004,7,DH,399,112,8.8,0,66.47,0,36.72,19,2,7195,297,0,3436,0,3462,33.636719,-84.428067
ATL,2004,10,HP,155,33,13.47,0.13,9.99,0,9.41,1,0,1210,560,6,269,0,375,33.636719,-84.428067
ATL,2015,1,WN,3672,706,212.88,13.02,208.81,1.97,269.32,67,12,33100,10075,978,7172,55,14820,33.636719,-84.428067
ATL,2004,10,US,317,139,28.61,0.68,84.03,0,25.68,13,0,6054,1561,47,2993,0,1453,33.636719,-84.428067
ATL,2010,5,EV,10629,2028,353.95,103.75,806.14,4.21,759.95,160,19,143352,34037,9093,46335,106,53781,33.636719,-84.428067
ATL,2016,7,UA,570,152,50.93,11.32,45.97,0,43.78,6,4,11790,3093,1036,3005,0,4656,33.636719,-84.428067
ATL,2004,4,EV,6581,979,220.35,85.38,602.13,5.65,65.49,72,2,46411,15721,4670,23688,146,2186,33.636719,-84.428067
ATL,2007,12,MQ,61,30,10.48,3.18,5.03,0,11.3,11,0,1825,668,212,261,0,684,33.636719,-84.428067
ATL,2003,9,RU,151,16,3.2,0,8.79,0,4.01,1,0,641,93,0,388,0,160,33.636719,-84.428067
ATL,2014,2,US,396,56,26.89,1.15,13.09,0,14.87,46,0,2923,1650,130,417,0,726,33.636719,-84.428067
ATL,2015,11,DL,20183,1917,554,40.53,718.15,1.04,603.29,1,14,114488,54511,4395,22063,174,33345,33.636719,-84.428067
ATL,2014,5,US,477,91,38.26,1.64,31.12,0.1,19.88,3,1,4293,1998,97,952,5,1241,33.636719,-84.428067
ATL,2006,4,OH,624,169,53.94,20.9,87.25,1.71,5.2,8,2,9061,3576,1711,3434,75,265,33.636719,-84.428067
ATL,2011,11,FL,5587,626,78.73,1.47,309.44,0,236.36,15,4,27395,4751,45,9135,0,13464,33.636719,-84.428067
ATL,2012,1,AS,31,1,1,0,0,0,0,1,0,37,37,0,0,0,0,33.636719,-84.428067
ATL,2011,8,F9,89,15,6.73,0.7,6.83,0,0.74,0,0,418,158,62,169,0,29,33.636719,-84.428067
ATL,2004,8,DL,18003,3940,638.5,63.87,2403.28,3.36,830.98,237,37,177183,39172,4317,85578,180,47936,33.636719,-84.428067
ATL,2006,4,CO,397,134,20.85,1.07,76.55,0.05,35.48,6,1,7753,1317,73,3707,7,2649,33.636719,-84.428067
ATL,2006,8,EV,10050,3650,1244.93,338.56,1387.77,7.41,671.32,345,50,230121,89128,28556,74544,250,37643,33.636719,-84.428067
ATL,2004,7,MQ,87,32,8.17,2.26,11.36,0,10.21,5,2,2142,385,130,624,0,1003,33.636719,-84.428067
ATL,2006,3,MQ,177,60,13.24,1.88,22.65,0,22.22,9,0,3221,548,138,1117,0,1418,33.636719,-84.428067
ATL,2010,2,9E,1039,317,50.05,24.37,174.18,0,68.4,100,1,20730,3418,3776,8677,0,4859,33.636719,-84.428067
ATL,2010,2,F9,80,12,1.56,1,6.52,0,2.92,2,0,391,62,15,229,0,85,33.636719,-84.428067
ATL,2011,5,FL,6064,700,83.02,5.06,249.66,0,362.26,27,14,54508,6511,207,18341,0,29449,33.636719,-84.428067
ATL,2004,8,CO,380,94,12.2,0.2,68.16,0,13.44,3,0,5325,744,22,3250,0,1309,33.636719,-84.428067
ATL,2016,2,AS,58,5,4.9,0,0.1,0,0,0,0,185,182,0,3,0,0,33.636719,-84.428067
ATL,2008,4,OH,719,271,85.55,47.49,123.21,0,14.75,21,1,14827,6374,2817,4807,0,829,33.636719,-84.428067
ATL,2008,3,YV,258,68,31,1,28,1,7,7,1,4019,1536,65,1824,74,520,33.636719,-84.428067
ATL,2007,7,EV,12048,4581,1574.02,641.54,1345.85,1.95,1017.64,529,38,330429,119165,57707,88880,215,64462,33.636719,-84.428067
ATL,2009,11,UA,88,8,0.79,0,5.3,0,1.91,0,1,306,15,0,202,0,89,33.636719,-84.428067
ATL,2010,9,YV,164,14,9.06,0,1.23,0,3.71,1,1,861,494,0,60,0,307,33.636719,-84.428067
ATL,2008,4,NW,270,75,25.18,5.58,41.88,0,2.37,1,2,3715,1778,560,1283,0,94,33.636719,-84.428067
ATL,2004,2,OH,2929,1111,216.63,430.49,439.08,1.4,23.4,107,6,69888,13763,32765,22186,74,1100,33.636719,-84.428067
ATL,2016,3,AS,62,11,1.42,0,7.81,0,1.78,0,0,301,67,0,189,0,45,33.636719,-84.428067
ATL,2010,11,OO,93,21,9.86,0,5.4,0,5.73,1,0,1039,549,0,241,0,249,33.636719,-84.428067
ATL,2010,7,MQ,413,136,53.49,8.41,43.58,0,30.52,14,4,8189,2550,1251,2109,0,2279,33.636719,-84.428067
ATL,2006,1,MQ,176,60,18.89,5.19,20.7,0,15.22,13,0,3631,963,542,1200,0,926,33.636719,-84.428067
ATL,2006,7,DL,13934,2160,622.19,48.88,687.12,4.12,797.7,225,36,116737,41732,3050,27084,222,44649,33.636719,-84.428067
ATL,2003,8,AA,771,243,52.5,29.53,130.82,0,30.14,12,1,12012,2656,1925,4911,0,2520,33.636719,-84.428067
ATL,2008,4,OO,393,49,8.7,1.27,27.06,0,11.97,6,1,2441,471,95,1309,0,566,33.636719,-84.428067
ATL,2009,4,NW,60,12,3.47,0.25,7.28,0,1,0,0,489,205,14,254,0,16,33.636719,-84.428067
ATL,2013,6,9E,530,159,28.7,4.55,58.78,0.11,66.86,29,4,11694,2944,296,2362,5,6087,33.636719,-84.428067
ATL,2016,9,F9,422,96,30.48,0.4,21.86,0,43.26,1,0,7124,2214,11,799,0,4100,33.636719,-84.428067
ATL,2003,12,HP,152,31,12.35,0,13.48,0,5.18,1,0,1366,636,0,524,0,206,33.636719,-84.428067
ATL,2015,9,WN,3476,373,105.75,17.82,105.27,1,143.17,10,8,17840,5759,1184,3587,67,7243,33.636719,-84.428067
ATL,2004,12,DL,17737,4382,875.55,109.73,2348.59,8.77,1039.35,314,27,240627,61431,7140,106921,434,64701,33.636719,-84.428067
ATL,2007,12,F9,109,46,19.59,1.2,17.95,0,7.26,1,0,2526,833,112,1124,0,457,33.636719,-84.428067
ATL,2015,8,AA,989,201,74.6,7.81,58.62,2.17,57.8,12,3,10821,4204,678,2638,47,3254,33.636719,-84.428067
ATL,2014,9,AS,31,5,2.33,0,2.67,0,0,0,0,170,105,0,65,0,0,33.636719,-84.428067
ATL,2009,5,9E,1321,341,29.42,13.04,218.59,0,79.95,12,1,16432,1883,798,9006,0,4745,33.636719,-84.428067
ATL,2008,9,FL,6888,612,65.81,6.29,302.48,0,237.42,70,8,26388,3351,278,11034,0,11725,33.636719,-84.428067
ATL,2007,2,XE,197,44,10.09,0.77,19.76,1,12.39,8,0,1640,377,36,559,16,652,33.636719,-84.428067
ATL,2009,10,9E,1235,331,30.32,10.5,213.35,0,76.83,19,1,17046,2202,563,9571,0,4710,33.636719,-84.428067
ATL,2004,5,US,237,84,12.44,1.12,50.51,0,19.93,4,0,5070,559,71,2580,0,1860,33.636719,-84.428067
ATL,2013,7,AA,417,135,37.43,5.72,47.91,0,43.94,11,2,8602,2484,399,3119,0,2600,33.636719,-84.428067
ATL,2009,6,OO,431,82,16.65,0.7,32.43,0,32.22,4,0,4723,885,119,1766,0,1953,33.636719,-84.428067
ATL,2011,12,CO,102,16,6.05,0.28,3.63,0,6.04,0,0,670,291,5,82,0,292,33.636719,-84.428067
ATL,2013,10,AA,387,51,28.11,0.97,5.54,0,16.38,0,0,2454,1238,33,174,0,1009,33.636719,-84.428067
ATL,2011,3,MQ,476,143,56.06,4.4,46.82,0,35.72,12,0,7430,3008,318,1957,0,2147,33.636719,-84.428067
ATL,2007,4,MQ,77,14,3.2,0.33,5.52,0,4.95,8,0,1098,228,61,275,0,534,33.636719,-84.428067
ATL,2012,1,EV,8188,1475,321.69,45.55,471.55,0.8,635.41,64,17,104487,30787,4390,20782,36,48492,33.636719,-84.428067
ATL,2005,4,EV,9237,1540,479.4,214.99,672.15,2.78,170.67,401,25,111747,34938,21368,44835,174,10432,33.636719,-84.428067
ATL,2012,9,DL,16913,1791,516.29,20.19,647.23,0.89,606.4,28,7,110454,55157,1164,20627,42,33464,33.636719,-84.428067
ATL,2012,2,EV,8042,1283,300.66,24.82,344.6,3.41,609.5,55,10,81122,27468,2193,11406,185,39870,33.636719,-84.428067
ATL,2013,10,EV,7913,1014,225.69,14.6,249.68,0.82,523.21,48,9,58870,17215,1215,9917,28,30495,33.636719,-84.428067
ATL,2007,5,XE,255,35,12.45,3.24,10.5,0,8.81,1,1,1883,569,318,460,0,536,33.636719,-84.428067
ATL,2015,2,MQ,153,50,15.65,5.3,14.22,0,14.83,21,0,3468,1044,478,880,0,1066,33.636719,-84.428067
ATL,2013,5,AS,62,8,2,0,6,0,0,0,0,242,96,0,146,0,0,33.636719,-84.428067
ATL,2011,5,DL,16895,2575,628.71,56.4,1019.71,0,870.17,86,25,156481,49340,5764,45835,0,55542,33.636719,-84.428067
ATL,2005,11,FL,5911,1345,154.78,4.72,728.75,0,456.76,32,3,92713,7659,246,48249,0,36559,33.636719,-84.428067
ATL,2014,1,F9,57,29,7.94,1.17,13.61,0,6.29,0,0,1932,486,279,770,0,397,33.636719,-84.428067
ATL,2013,6,AS,60,7,3.34,0.25,2.44,0,0.96,0,0,270,117,16,110,0,27,33.636719,-84.428067
ATL,2015,3,UA,308,56,22.9,4.39,13.26,0,15.45,9,0,3793,1198,438,630,0,1527,33.636719,-84.428067
ATL,2003,10,US,201,39,9.83,0,23.59,0,5.58,0,0,1385,380,0,733,0,272,33.636719,-84.428067
ATL,2007,3,AA,690,146,39.98,12.51,35.35,0,58.15,21,2,8741,2221,903,1576,0,4041,33.636719,-84.428067
ATL,2014,2,AA,372,68,26.28,2.01,11.99,0.41,27.31,31,0,3619,1341,243,495,33,1507,33.636719,-84.428067
ATL,2007,12,FL,7402,2386,261.21,24.84,1073.85,0,1026.1,133,11,114021,12425,2079,38003,0,61514,33.636719,-84.428067
ATL,2006,1,EV,9375,2378,650.86,261.95,1349.61,4.39,111.19,327,4,150462,45428,20786,78602,124,5522,33.636719,-84.428067
ATL,2011,12,OO,142,37,11.88,2.05,7.17,0,15.9,2,1,2581,997,145,326,0,1113,33.636719,-84.428067
ATL,2009,8,F9,93,21,8.04,1.94,6.79,0,4.24,0,0,777,241,147,219,0,170,33.636719,-84.428067
ATL,2016,3,UA,421,57,24.84,0.54,15.35,0,16.27,7,0,3266,1459,69,489,0,1249,33.636719,-84.428067
ATL,2005,8,EV,9329,3208,688.67,219.62,2082.14,3.31,214.27,882,46,201630,50155,15218,123665,113,12479,33.636719,-84.428067
ATL,2006,6,RU,241,55,11.78,6.58,22.95,0,13.69,5,2,3338,522,484,1494,0,838,33.636719,-84.428067
ATL,2007,5,NW,444,112,52.69,2.93,44.36,0,12.02,5,1,4599,2426,126,1386,0,661,33.636719,-84.428067
ATL,2007,11,NW,392,86,25.15,4.78,49.02,0,7.05,0,0,4058,1609,362,1680,0,407,33.636719,-84.428067
ATL,2004,6,RU,183,65,6,1.21,48.11,1,8.68,1,1,4900,376,61,3517,68,878,33.636719,-84.428067
ATL,2014,4,AS,60,7,1.46,0,5.11,0,0.43,0,0,217,42,0,153,0,22,33.636719,-84.428067
ATL,2011,11,MQ,415,83,19.69,0.55,45.99,0,16.77,7,2,3026,946,18,1252,0,810,33.636719,-84.428067
ATL,2009,7,DL,12786,2943,603.99,44.85,1453.99,2,838.17,58,65,186434,54867,4250,72084,72,55161,33.636719,-84.428067
ATL,2011,7,MQ,424,123,26.79,10.05,68.76,0,17.4,24,2,5370,1103,506,2772,0,989,33.636719,-84.428067
ATL,2009,7,FL,7360,2094,234.89,7.97,804.87,0,1046.27,44,27,141657,17960,464,46880,0,76353,33.636719,-84.428067
ATL,2011,4,FL,5513,842,82.5,10.02,354.23,0,395.26,47,21,48594,6089,646,14944,0,26915,33.636719,-84.428067
ATL,2016,1,WN,3547,476,154.52,2.29,129.48,0.15,189.56,86,3,20732,7746,172,4015,7,8792,33.636719,-84.428067
ATL,2008,6,US,321,55,14.84,0,18.82,0.76,20.58,4,1,2878,670,0,891,21,1296,33.636719,-84.428067
ATL,2011,9,UA,28,6,2.81,0,2.75,0,0.43,0,0,268,125,0,129,0,14,33.636719,-84.428067
ATL,2010,8,EV,10996,2167,324.87,67.25,873.33,2.17,899.39,134,11,145155,26831,6665,50951,70,60638,33.636719,-84.428067
ATL,2010,10,EV,9593,1758,294.48,59.39,461.84,1.77,940.52,189,13,125745,24176,7137,30125,66,64241,33.636719,-84.428067
ATL,2015,11,OO,480,104,20.42,3.6,47.63,0.14,32.21,5,1,5189,1324,426,1538,4,1897,33.636719,-84.428067
ATL,2009,1,OO,379,127,12.83,3.17,46.54,0.59,63.87,13,3,6023,788,185,1473,30,3547,33.636719,-84.428067
ATL,2010,11,XE,351,61,13.86,0.08,28.32,0.27,18.47,0,1,2899,675,7,1247,4,966,33.636719,-84.428067
ATL,2015,1,OO,307,90,27.85,7.6,19.04,0,35.51,7,2,6991,2697,415,927,0,2952,33.636719,-84.428067
ATL,2004,7,OH,2575,634,207.35,155.38,254.22,1,16.05,70,9,29411,10159,8546,10118,26,562,33.636719,-84.428067
ATL,2007,5,OO,974,156,69,9,18,0,60,3,0,7363,2830,480,1009,0,3044,33.636719,-84.428067
ATL,2009,9,EV,11163,3370,442.38,86.32,1849.34,1.47,990.5,125,26,198182,34875,7741,91557,35,63974,33.636719,-84.428067
ATL,2004,10,DH,410,126,14.7,0,44.32,0,66.98,34,0,5575,704,0,1832,0,3039,33.636719,-84.428067
ATL,2016,1,OO,533,113,30.32,6.3,32.85,0,43.53,9,3,7756,2255,287,1187,0,4027,33.636719,-84.428067
ATL,2015,6,AA,484,110,46.57,4.13,29.63,0,29.67,4,4,6268,2896,282,1278,0,1812,33.636719,-84.428067
ATL,2013,11,MQ,449,100,17.05,5.7,55.97,0,21.27,5,0,3920,632,358,1769,0,1161,33.636719,-84.428067
ATL,2010,4,F9,87,19,8.21,0.44,4.8,0,5.55,0,0,734,279,18,184,0,253,33.636719,-84.428067
ATL,2011,8,YV,228,36,11.69,13.61,6.16,0,4.54,5,1,2491,469,1126,344,0,552,33.636719,-84.428067
ATL,2009,6,9E,1292,260,33.59,11.8,152.91,0,61.7,16,5,13156,3133,930,6111,0,2982,33.636719,-84.428067
ATL,2007,2,OO,193,58,15,3,3,0,37,7,0,2374,364,235,109,0,1666,33.636719,-84.428067
ATL,2003,6,B6,90,16,3.09,0,10.55,0.74,1.61,0,0,382,103,0,226,17,36,33.636719,-84.428067
ATL,2004,12,AA,651,205,51.37,9.41,73.48,3.21,67.53,11,0,13093,2909,818,4864,71,4431,33.636719,-84.428067
ATL,2006,2,RU,200,73,7.23,0.5,55.25,1.33,8.7,1,0,3475,193,12,2768,100,402,33.636719,-84.428067
ATL,2012,11,F9,79,17,8.57,0,4.29,0,4.15,0,1,730,251,0,91,0,388,33.636719,-84.428067
ATL,2015,10,EV,5045,793,199.75,0,231.88,0,361.37,5,3,47152,18150,0,6310,0,22692,33.636719,-84.428067
ATL,2008,9,AA,688,101,39.78,0.93,40.06,0,20.23,9,0,4399,1707,59,1355,0,1278,33.636719,-84.428067
ATL,2006,11,CO,399,95,13.68,1.26,55.09,0,24.97,1,0,4986,666,69,2701,0,1550,33.636719,-84.428067
ATL,2006,9,FL,6595,2140,114.77,8.98,1299.45,0,716.81,77,10,135942,5689,619,78396,0,51238,33.636719,-84.428067
ATL,2009,4,XE,203,42,12.87,1.59,15.44,0,12.1,3,4,3596,975,210,1092,0,1319,33.636719,-84.428067
ATL,2003,11,FL,4495,754,88.84,8.09,429.26,0,227.81,36,7,34815,5262,554,15437,0,13562,33.636719,-84.428067
ATL,2009,7,OH,463,215,35.97,26.69,114.26,0,38.09,15,2,12874,3016,2159,5639,0,2060,33.636719,-84.428067
ATL,2005,1,UA,257,77,21.87,1.18,25.9,0,28.04,11,1,4511,1003,78,1435,0,1995,33.636719,-84.428067
ATL,2007,9,NW,395,92,29.38,5.77,47.93,0,8.91,1,3,3684,1245,352,1563,0,524,33.636719,-84.428067
ATL,2012,6,EV,9264,1495,299.42,56.77,401.87,1.84,735.1,84,26,94405,24923,4091,14799,49,50543,33.636719,-84.428067
ATL,2005,7,RU,242,94,7.96,3.94,70.9,0,11.2,9,3,7172,580,200,5541,0,851,33.636719,-84.428067
ATL,2008,9,YV,186,44,32,1,6.01,0,4.99,1,0,2209,1602,22,278,0,307,33.636719,-84.428067
ATL,2007,4,XE,248,59,16.6,2.79,18.03,0,21.57,0,0,3423,936,144,661,0,1682,33.636719,-84.428067
ATL,2012,6,F9,86,34,9.76,0,16.39,0,7.85,0,0,1663,554,0,718,0,391,33.636719,-84.428067
ATL,2014,9,FL,2078,280,52.64,6.13,140.16,0,81.07,23,6,14338,2752,395,5822,0,5369,33.636719,-84.428067
ATL,2009,12,AS,31,1,0,0,0,0,1,0,0,100,0,0,0,0,100,33.636719,-84.428067
ATL,2003,10,FL,4811,779,64.37,16.52,464.79,0,233.32,19,2,34679,3664,698,17425,0,12892,33.636719,-84.428067
ATL,2015,5,F9,548,154,27.99,0.4,83.04,0,42.57,1,1,10067,1548,8,4364,0,4147,33.636719,-84.428067
ATL,2009,10,OH,354,165,34.86,11.37,102.63,1,15.14,4,1,8404,2799,731,4172,22,680,33.636719,-84.428067
ATL,2009,12,AA,522,159,43.6,11.55,65.94,0,37.91,13,0,9610,2396,635,3840,0,2739,33.636719,-84.428067
ATL,2003,12,NW,384,101,34.33,10.83,48.21,0.22,7.4,4,0,4652,1634,730,1948,8,332,33.636719,-84.428067
ATL,2016,1,AA,833,138,65.61,5.94,31.79,0,34.67,21,0,7025,3799,322,847,0,2057,33.636719,-84.428067
ATL,2015,12,EV,5331,1202,293.27,0,301.83,0,606.9,105,24,102394,36588,0,14504,0,51302,33.636719,-84.428067
ATL,2005,7,CO,404,211,14.31,3.35,159.7,0,33.64,6,6,17915,1065,410,12920,0,3520,33.636719,-84.428067
ATL,2007,2,MQ,108,40,12.68,5.11,12.4,0,9.81,7,0,2116,696,359,540,0,521,33.636719,-84.428067
ATL,2013,2,DL,15089,1949,479.79,52.09,874.1,0,543.03,111,4,111237,51344,4006,26910,0,28977,33.636719,-84.428067
ATL,2016,2,AA,795,122,52.56,0.64,42.97,1.53,24.3,4,0,6442,3014,85,1662,40,1641,33.636719,-84.428067
ATL,2010,9,9E,1092,159,30.06,0,75.2,0,53.74,10,1,8302,2030,0,3099,0,3173,33.636719,-84.428067
ATL,2008,5,9E,669,146,29.79,3.97,33.82,0,78.42,7,0,7621,2062,137,1300,0,4122,33.636719,-84.428067
ATL,2013,4,AS,60,5,1.93,0,2.88,0,0.19,0,0,376,218,0,144,0,14,33.636719,-84.428067
ATL,2011,9,XE,199,61,23.8,0.08,19.18,0,17.94,5,0,3476,1484,2,894,0,1096,33.636719,-84.428067
ATL,2009,2,US,242,68,10.63,0,40.28,0,17.09,3,1,3317,503,0,1656,0,1158,33.636719,-84.428067
ATL,2010,8,AS,31,2,0.05,0,1.23,0,0.73,0,0,47,1,0,30,0,16,33.636719,-84.428067
ATL,2011,1,F9,80,17,5.19,0,6.32,0,5.5,4,0,737,151,0,340,0,246,33.636719,-84.428067
ATL,2008,1,UA,237,78,26.86,5.54,17.76,0,27.84,8,0,4728,1492,246,1042,0,1948,33.636719,-84.428067
ATL,2010,6,XE,451,158,50.55,1.35,76.63,1.52,27.94,7,4,9577,3804,72,4008,43,1650,33.636719,-84.428067
ATL,2008,6,NW,282,91,38.55,7.49,32.67,0,12.29,4,2,5293,2451,614,1263,0,965,33.636719,-84.428067
ATL,2007,4,FL,7047,981,154.23,7.56,310.17,0,509.04,37,4,48407,6378,531,9612,0,31886,33.636719,-84.428067
ATL,2009,10,MQ,57,19,7.09,0,8.17,0,3.74,2,0,995,337,0,416,0,242,33.636719,-84.428067
ATL,2004,2,RU,168,78,6.86,0.12,68.3,0,2.72,0,0,5439,273,13,4797,0,356,33.636719,-84.428067
ATL,2015,3,EV,5802,1335,293.39,1.41,384.14,0,656.06,104,4,77565,25476,211,11524,0,40354,33.636719,-84.428067
ATL,2009,10,FL,6681,1963,136.05,2.02,1088.33,0,736.61,41,7,97839,8155,118,46421,0,43145,33.636719,-84.428067
ATL,2008,3,AA,709,255,68.15,4.65,104.79,0,77.41,50,2,15438,4141,272,5485,0,5540,33.636719,-84.428067
ATL,2012,11,DL,16705,1413,442.82,13.22,541.29,0.94,414.73,45,4,79541,41800,1131,15258,34,21318,33.636719,-84.428067
ATL,2007,2,DL,11492,1954,401.06,62.81,853.39,2,634.74,241,4,98270,29800,5947,30412,119,31992,33.636719,-84.428067
ATL,2010,6,F9,90,35,8.7,0.83,18.43,0,7.04,0,2,1688,261,30,732,0,665,33.636719,-84.428067
ATL,2004,4,RU,186,45,8.69,0.49,28.88,0,6.94,0,1,1705,351,16,998,0,340,33.636719,-84.428067
ATL,2014,10,FL,1943,230,36.62,0.68,90.25,0,102.45,6,0,11391,1723,57,2984,0,6627,33.636719,-84.428067
ATL,2013,2,WN,780,118,35.68,2.06,37.24,0,43.02,6,0,4313,1440,58,1071,0,1744,33.636719,-84.428067
ATL,2012,9,AA,388,152,66.73,3.31,34.9,0,47.07,36,0,7691,3838,108,1209,0,2536,33.636719,-84.428067
ATL,2012,10,FL,5077,580,75.58,2.68,309.58,0,192.16,93,4,24496,4261,107,10085,0,10043,33.636719,-84.428067
ATL,2006,6,NW,439,119,44.36,19.16,44.8,0,10.68,5,9,6413,2227,1440,1954,0,792,33.636719,-84.428067
ATL,2013,4,US,465,91,38.09,0.21,40.2,0.81,11.69,1,0,4074,2061,20,1439,29,525,33.636719,-84.428067
ATL,2016,7,AS,83,7,2.22,0,3.11,0,1.67,0,1,180,50,0,66,0,64,33.636719,-84.428067
